id,student_id,transport_id,datum,afstand_km,status
1317,264,4,2026-01-24,28,Afwezig
1318,264,5,2026-05-15,28,Aanwezig
1319,264,3,2026-03-21,28,Te laat
1320,264,10,2026-06-17,28,Afwezig
1321,265,8,2026-03-27,13,Afwezig
1322,265,1,2026-02-11,13,Aanwezig
1323,265,3,2026-04-30,13,Afwezig
1324,265,5,2026-02-05,13,Aanwezig
1325,265,2,2026-03-13,13,Aanwezig
1326,266,10,2026-06-11,35,Te laat
1327,266,3,2026-03-07,35,Afwezig
1328,266,9,2026-04-24,35,Afwezig
1329,266,8,2026-01-12,35,Afwezig
1330,266,6,2026-06-11,35,Te laat
1331,267,3,2026-04-26,21,Aanwezig
1332,267,1,2026-01-14,21,Afwezig
1333,267,7,2026-02-16,21,Te laat
1334,267,2,2026-02-08,21,Aanwezig
1335,267,8,2026-03-03,21,Afwezig
1336,268,2,2026-01-20,13,Aanwezig
1337,268,8,2026-06-06,13,Aanwezig
1338,268,4,2026-02-21,13,Afwezig
1339,268,5,2026-03-25,13,Te laat
1340,268,9,2026-05-26,13,Aanwezig
1341,269,2,2026-04-09,8,Afwezig
1342,269,8,2026-02-21,8,Aanwezig
1343,269,5,2026-03-11,8,Afwezig
1344,269,6,2026-01-13,8,Aanwezig
1345,269,6,2026-02-13,8,Afwezig
1346,270,8,2026-02-03,14,Afwezig
1347,270,4,2026-03-03,14,Te laat
1348,270,6,2026-01-23,14,Afwezig
1349,270,1,2026-05-06,14,Aanwezig
1350,270,5,2026-05-27,14,Te laat
1351,271,6,2026-01-19,15,Afwezig
1352,271,7,2026-06-15,15,Te laat
1353,271,10,2026-05-09,15,Te laat
1354,271,5,2026-05-26,15,Afwezig
1355,271,5,2026-04-22,15,Afwezig
1356,272,9,2026-04-18,31,Afwezig
1357,272,7,2026-03-24,31,Aanwezig
1358,272,5,2026-03-27,31,Aanwezig
1359,272,4,2026-06-07,31,Afwezig
1360,272,6,2026-02-03,31,Te laat
1361,273,9,2026-06-02,31,Aanwezig
1362,273,8,2026-06-18,31,Aanwezig
1363,273,6,2026-02-13,31,Afwezig
1364,273,8,2026-02-26,31,Aanwezig
1365,273,5,2026-01-18,31,Aanwezig
1366,274,2,2026-01-04,40,Aanwezig
1367,274,9,2026-02-26,40,Afwezig
1368,274,6,2026-04-18,40,Aanwezig
1369,274,5,2026-01-24,40,Aanwezig
1370,274,6,2026-05-14,40,Aanwezig
1371,275,3,2026-04-20,36,Afwezig
1372,275,8,2026-06-23,36,Te laat
1373,275,9,2026-04-01,36,Afwezig
1374,275,8,2026-06-07,36,Te laat
1375,275,4,2026-04-26,36,Afwezig
1376,276,4,2026-05-03,15,Te laat
1377,276,2,2026-03-27,15,Aanwezig
1378,276,6,2026-01-10,15,Te laat
1379,276,7,2026-02-14,15,Te laat
1380,276,6,2026-01-15,15,Aanwezig
1381,277,10,2026-04-23,34,Te laat
1382,277,9,2026-02-10,34,Afwezig
1383,277,9,2026-05-09,34,Afwezig
1384,277,7,2026-04-20,34,Afwezig
1385,277,10,2026-06-20,34,Afwezig
1386,278,2,2026-02-24,33,Afwezig
1387,278,10,2026-02-11,33,Afwezig
1388,278,5,2026-06-18,33,Te laat
1389,278,4,2026-01-05,33,Aanwezig
1390,278,4,2026-01-17,33,Aanwezig
1391,279,6,2026-06-04,14,Te laat
1392,279,1,2026-04-15,14,Te laat
1393,279,10,2026-01-23,14,Afwezig
1394,279,2,2026-06-27,14,Te laat
1395,279,3,2026-01-10,14,Afwezig
1396,280,2,2026-05-05,11,Te laat
1397,280,7,2026-06-07,11,Te laat
1398,280,7,2026-02-02,11,Te laat
1399,280,8,2026-02-21,11,Aanwezig
1400,280,3,2026-01-16,11,Aanwezig
1401,281,5,2026-01-18,36,Afwezig
1402,281,1,2026-03-16,36,Afwezig
1403,281,4,2026-03-25,36,Te laat
1404,281,10,2026-05-08,36,Te laat
1405,281,5,2026-03-21,36,Aanwezig
1406,282,7,2026-05-23,25,Aanwezig
1407,282,3,2026-06-25,25,Aanwezig
1408,282,7,2026-01-03,25,Afwezig
1409,282,9,2026-05-23,25,Afwezig
1410,282,2,2026-03-08,25,Te laat
1411,283,10,2026-06-19,21,Afwezig
1412,283,4,2026-06-08,21,Aanwezig
1413,283,7,2026-03-31,21,Te laat
1414,283,9,2026-03-02,21,Afwezig
1415,283,4,2026-04-19,21,Te laat
1416,284,1,2026-05-28,40,Aanwezig
1417,284,5,2026-04-08,40,Afwezig
1418,284,2,2026-03-14,40,Afwezig
1419,284,2,2026-05-04,40,Afwezig
1420,284,5,2026-05-27,40,Afwezig
1421,285,5,2026-01-12,20,Aanwezig
1422,285,2,2026-04-18,20,Aanwezig
1423,285,4,2026-03-17,20,Te laat
1424,285,6,2026-06-13,20,Afwezig
1425,285,2,2026-01-10,20,Afwezig
1426,286,7,2026-04-20,21,Aanwezig
1427,286,6,2026-01-20,21,Aanwezig
1428,286,8,2026-03-04,21,Te laat
1429,286,10,2026-01-06,21,Afwezig
1430,286,1,2026-01-15,21,Aanwezig
1431,287,10,2026-05-23,6,Aanwezig
1432,287,1,2026-04-04,6,Te laat
1433,287,10,2026-05-13,6,Aanwezig
1434,287,5,2026-05-10,6,Afwezig
1435,287,2,2026-02-05,6,Afwezig
1436,288,4,2026-04-22,9,Te laat
1437,288,7,2026-06-15,9,Aanwezig
1438,288,8,2026-01-28,9,Afwezig
1439,288,8,2026-05-22,9,Afwezig
1440,288,10,2026-04-14,9,Afwezig
1441,289,2,2026-04-07,1,Afwezig
1442,289,1,2026-03-22,1,Afwezig
1443,289,4,2026-05-22,1,Afwezig
1444,289,4,2026-04-17,1,Afwezig
1445,289,9,2026-04-07,1,Te laat
1446,290,5,2026-04-02,17,Te laat
1447,290,9,2026-01-24,17,Aanwezig
1448,290,5,2026-03-22,17,Afwezig
1449,290,5,2026-01-15,17,Te laat
1450,290,3,2026-06-28,17,Afwezig
1451,291,10,2026-04-05,37,Aanwezig
1452,291,10,2026-03-28,37,Aanwezig
1453,291,2,2026-01-16,37,Afwezig
1454,291,7,2026-06-05,37,Aanwezig
1455,291,2,2026-01-24,37,Te laat
1456,292,10,2026-05-19,25,Te laat
1457,292,10,2026-06-02,25,Afwezig
1458,292,5,2026-05-16,25,Te laat
1459,292,5,2026-05-14,25,Aanwezig
1460,292,4,2026-05-23,25,Te laat
1461,293,6,2026-02-20,16,Te laat
1462,293,2,2026-04-20,16,Te laat
1463,293,1,2026-05-07,16,Aanwezig
1464,293,8,2026-04-15,16,Aanwezig
1465,293,9,2026-03-10,16,Aanwezig
1466,294,3,2026-06-01,21,Aanwezig
1467,294,1,2026-04-07,21,Aanwezig
1468,294,6,2026-05-02,21,Te laat
1469,294,7,2026-04-24,21,Te laat
1470,294,10,2026-01-11,21,Afwezig
1471,295,5,2026-03-30,19,Te laat
1472,295,5,2026-04-11,19,Aanwezig
1473,295,5,2026-04-26,19,Aanwezig
1474,295,3,2026-03-16,19,Afwezig
1475,295,5,2026-04-08,19,Afwezig
1476,296,3,2026-05-14,29,Aanwezig
1477,296,10,2026-04-01,29,Aanwezig
1478,296,6,2026-04-12,29,Afwezig
1479,296,6,2026-06-03,29,Te laat
1480,296,2,2026-05-16,29,Te laat
1481,297,10,2026-04-30,32,Afwezig
1482,297,10,2026-02-17,32,Te laat
1483,297,1,2026-01-20,32,Afwezig
1484,297,9,2026-06-19,32,Afwezig
1485,297,2,2026-02-16,32,Aanwezig
1486,298,6,2026-06-20,13,Afwezig
1487,298,2,2026-05-09,13,Te laat
1488,298,10,2026-03-24,13,Afwezig
1489,298,1,2026-04-19,13,Te laat
1490,298,4,2026-06-22,13,Te laat
1491,299,4,2026-01-28,33,Aanwezig
1492,299,9,2026-03-25,33,Afwezig
1493,299,9,2026-02-10,33,Te laat
1494,299,5,2026-02-18,33,Aanwezig
1495,299,4,2026-01-03,33,Aanwezig
1496,300,5,2026-06-09,18,Aanwezig
1497,300,5,2026-03-22,18,Afwezig
1498,300,6,2026-02-20,18,Aanwezig
1499,300,4,2026-02-21,18,Te laat
1500,300,8,2026-06-08,18,Afwezig
1501,301,2,2026-01-06,13,Aanwezig
1502,301,7,2026-02-03,13,Afwezig
1503,301,4,2026-04-27,13,Te laat
1504,301,5,2026-06-08,13,Aanwezig
1505,301,4,2026-02-05,13,Te laat
1506,302,4,2026-02-07,11,Afwezig
1507,302,8,2026-04-09,11,Aanwezig
1508,302,2,2026-05-17,11,Te laat
1509,302,2,2026-06-02,11,Afwezig
1510,302,7,2026-06-15,11,Afwezig
1511,303,4,2026-05-29,38,Aanwezig
1512,303,10,2026-04-05,38,Aanwezig
1513,303,2,2026-03-31,38,Afwezig
1514,303,10,2026-04-02,38,Te laat
1515,303,9,2026-01-21,38,Te laat
1516,304,9,2026-04-15,4,Afwezig
1517,304,4,2026-02-16,4,Aanwezig
1518,304,3,2026-06-04,4,Aanwezig
1519,304,6,2026-03-05,4,Aanwezig
1520,304,5,2026-01-12,4,Afwezig
1521,305,2,2026-05-08,1,Afwezig
1522,305,5,2026-05-03,1,Te laat
1523,305,5,2026-03-21,1,Te laat
1524,305,3,2026-06-14,1,Te laat
1525,305,9,2026-05-15,1,Aanwezig
1526,306,7,2026-03-12,16,Afwezig
1527,306,9,2026-04-30,16,Aanwezig
1528,306,2,2026-01-31,16,Aanwezig
1529,306,9,2026-04-11,16,Aanwezig
1530,306,7,2026-01-06,16,Afwezig
1531,307,10,2026-01-10,7,Aanwezig
1532,307,7,2026-02-15,7,Afwezig
1533,307,9,2026-03-08,7,Afwezig
1534,307,6,2026-03-02,7,Afwezig
1535,307,1,2026-01-14,7,Aanwezig
1536,308,7,2026-02-03,19,Aanwezig
1537,308,6,2026-03-23,19,Aanwezig
1538,308,9,2026-05-31,19,Aanwezig
1539,308,7,2026-01-26,19,Aanwezig
1540,308,1,2026-05-17,19,Aanwezig
1541,309,3,2026-01-01,32,Te laat
1542,309,6,2026-06-18,32,Te laat
1543,309,3,2026-01-27,32,Te laat
1544,309,5,2026-03-14,32,Afwezig
1545,309,10,2026-05-20,32,Aanwezig
1546,310,10,2026-03-15,28,Afwezig
1547,310,8,2026-04-21,28,Te laat
1548,310,1,2026-06-14,28,Aanwezig
1549,310,8,2026-05-01,28,Te laat
1550,310,8,2026-05-04,28,Afwezig
1551,311,3,2026-05-03,22,Afwezig
1552,311,10,2026-06-23,22,Afwezig
1553,311,1,2026-01-02,22,Afwezig
1554,311,8,2026-06-29,22,Te laat
1555,311,9,2026-02-22,22,Aanwezig
1556,312,6,2026-05-29,20,Aanwezig
1557,312,4,2026-03-10,20,Aanwezig
1558,312,3,2026-05-28,20,Aanwezig
1559,312,1,2026-01-19,20,Afwezig
1560,312,9,2026-01-29,20,Afwezig
1561,313,6,2026-06-27,36,Afwezig
1562,313,3,2026-02-14,36,Aanwezig
1563,313,2,2026-04-08,36,Te laat
1564,313,1,2026-05-22,36,Aanwezig
1565,313,5,2026-03-31,36,Te laat
1566,314,7,2026-04-26,8,Te laat
1567,314,3,2026-01-12,8,Aanwezig
1568,314,9,2026-02-01,8,Te laat
1569,314,8,2026-01-22,8,Aanwezig
1570,314,5,2026-02-04,8,Afwezig
1571,315,10,2026-04-23,17,Afwezig
1572,315,6,2026-02-08,17,Te laat
1573,315,6,2026-06-25,17,Te laat
1574,315,9,2026-06-09,17,Aanwezig
1575,315,4,2026-05-08,17,Afwezig
1576,316,2,2026-02-27,4,Afwezig
1577,316,10,2026-03-13,4,Te laat
1578,316,8,2026-06-15,4,Afwezig
1579,316,4,2026-04-23,4,Te laat
1580,316,6,2026-03-29,4,Aanwezig
1581,317,9,2026-06-10,20,Aanwezig
1582,317,9,2026-06-22,20,Aanwezig
1583,317,7,2026-03-27,20,Afwezig
1584,317,2,2026-06-24,20,Aanwezig
1585,317,7,2026-01-09,20,Afwezig
1586,318,3,2026-05-19,11,Aanwezig
1587,318,5,2026-03-05,11,Te laat
1588,318,2,2026-02-17,11,Te laat
1589,318,1,2026-04-18,11,Te laat
1590,318,3,2026-02-03,11,Te laat
1591,319,3,2026-03-07,39,Aanwezig
1592,319,1,2026-05-24,39,Te laat
1593,319,1,2026-01-08,39,Aanwezig
1594,319,6,2026-01-10,39,Aanwezig
1595,319,9,2026-06-29,39,Aanwezig
1596,320,4,2026-01-14,10,Aanwezig
1597,320,2,2026-01-18,10,Te laat
1598,320,7,2026-06-02,10,Afwezig
1599,320,2,2026-02-23,10,Te laat
1600,320,9,2026-06-24,10,Aanwezig
1601,321,6,2026-04-18,12,Te laat
1602,321,7,2026-03-14,12,Te laat
1603,321,4,2026-02-09,12,Afwezig
1604,321,1,2026-04-14,12,Afwezig
1605,321,3,2026-02-25,12,Aanwezig
1606,322,9,2026-06-18,26,Aanwezig
1607,322,4,2026-04-04,26,Aanwezig
1608,322,10,2026-06-03,26,Te laat
1609,322,4,2026-01-17,26,Afwezig
1610,322,10,2026-03-02,26,Afwezig
1611,323,5,2026-06-28,38,Aanwezig
1612,323,5,2026-04-08,38,Aanwezig
1613,323,10,2026-04-11,38,Afwezig
1614,323,5,2026-06-17,38,Afwezig
1615,323,2,2026-01-22,38,Aanwezig
1616,324,8,2026-03-13,8,Te laat
1617,324,1,2026-02-06,8,Aanwezig
1618,324,8,2026-05-08,8,Afwezig
1619,324,7,2026-01-17,8,Aanwezig
1620,324,8,2026-01-20,8,Afwezig
1621,325,3,2026-01-11,24,Te laat
1622,325,3,2026-01-12,24,Aanwezig
1623,325,5,2026-03-28,24,Afwezig
1624,325,8,2026-02-03,24,Aanwezig
1625,325,7,2026-04-22,24,Aanwezig
1626,326,7,2026-04-27,20,Te laat
1627,326,8,2026-05-15,20,Afwezig
1628,326,4,2026-02-22,20,Te laat
1629,326,9,2026-06-26,20,Aanwezig
1630,326,9,2026-06-23,20,Aanwezig
1631,327,6,2026-06-15,35,Afwezig
1632,327,9,2026-01-09,35,Aanwezig
1633,327,10,2026-05-18,35,Aanwezig
1634,327,8,2026-02-28,35,Afwezig
1635,327,9,2026-01-24,35,Afwezig
1636,328,6,2026-01-10,18,Te laat
1637,328,3,2026-05-06,18,Aanwezig
1638,328,8,2026-06-05,18,Afwezig
1639,328,1,2026-01-24,18,Afwezig
1640,328,1,2026-05-13,18,Te laat
1641,329,8,2026-06-13,30,Te laat
1642,329,7,2026-02-09,30,Te laat
1643,329,10,2026-02-16,30,Afwezig
1644,329,5,2026-03-26,30,Afwezig
1645,329,3,2026-03-19,30,Aanwezig
1646,330,8,2026-03-28,20,Te laat
1647,330,3,2026-06-25,20,Te laat
1648,330,2,2026-06-28,20,Afwezig
1649,330,8,2026-05-21,20,Aanwezig
1650,330,8,2026-01-29,20,Afwezig
1651,331,8,2026-01-13,36,Te laat
1652,331,2,2026-06-08,36,Te laat
1653,331,1,2026-04-07,36,Afwezig
1654,331,6,2026-03-26,36,Afwezig
1655,331,7,2026-06-24,36,Te laat
1656,332,9,2026-01-27,1,Aanwezig
1657,332,2,2026-03-13,1,Afwezig
1658,332,7,2026-03-31,1,Aanwezig
1659,332,2,2026-01-09,1,Te laat
1660,332,2,2026-01-09,1,Te laat
1661,333,4,2026-02-28,28,Afwezig
1662,333,1,2026-01-09,28,Te laat
1663,333,1,2026-05-21,28,Te laat
1664,333,9,2026-04-16,28,Te laat
1665,333,5,2026-02-15,28,Afwezig
1666,334,9,2026-01-26,20,Aanwezig
1667,334,8,2026-01-17,20,Te laat
1668,334,10,2026-03-01,20,Aanwezig
1669,334,10,2026-06-30,20,Te laat
1670,334,6,2026-06-18,20,Aanwezig
1671,335,10,2026-05-16,34,Te laat
1672,335,10,2026-04-18,34,Afwezig
1673,335,4,2026-06-26,34,Te laat
1674,335,1,2026-03-24,34,Afwezig
1675,335,2,2026-06-23,34,Aanwezig
1676,336,3,2026-03-22,1,Aanwezig
1677,336,10,2026-05-30,1,Aanwezig
1678,336,4,2026-05-07,1,Te laat
1679,336,3,2026-03-25,1,Afwezig
1680,336,9,2026-03-10,1,Afwezig
1681,337,4,2026-02-22,38,Te laat
1682,337,10,2026-03-07,38,Aanwezig
1683,337,3,2026-01-29,38,Te laat
1684,337,3,2026-04-04,38,Te laat
1685,337,10,2026-01-08,38,Te laat
1686,338,3,2026-03-24,38,Aanwezig
1687,338,1,2026-05-31,38,Te laat
1688,338,8,2026-04-06,38,Aanwezig
1689,338,5,2026-02-06,38,Te laat
1690,338,8,2026-04-11,38,Aanwezig
1691,339,9,2026-05-17,5,Te laat
1692,339,4,2026-04-16,5,Afwezig
1693,339,4,2026-02-09,5,Afwezig
1694,339,6,2026-01-11,5,Te laat
1695,339,2,2026-05-19,5,Aanwezig
1696,340,6,2026-04-29,11,Afwezig
1697,340,1,2026-03-19,11,Aanwezig
1698,340,6,2026-03-22,11,Te laat
1699,340,8,2026-05-01,11,Te laat
1700,340,9,2026-03-12,11,Afwezig
1701,341,1,2026-03-30,40,Aanwezig
1702,341,7,2026-04-09,40,Afwezig
1703,341,10,2026-03-22,40,Aanwezig
1704,341,8,2026-03-17,40,Aanwezig
1705,341,10,2026-06-03,40,Te laat
1706,342,10,2026-02-28,30,Afwezig
1707,342,6,2026-05-16,30,Te laat
1708,342,10,2026-01-09,30,Aanwezig
1709,342,5,2026-05-15,30,Te laat
1710,342,1,2026-04-06,30,Aanwezig
1711,343,4,2026-02-13,6,Afwezig
1712,343,6,2026-06-08,6,Te laat
1713,343,3,2026-03-15,6,Afwezig
1714,343,3,2026-03-09,6,Aanwezig
1715,343,8,2026-02-09,6,Aanwezig
1716,344,6,2026-02-04,20,Aanwezig
1717,344,9,2026-04-27,20,Afwezig
1718,344,7,2026-05-28,20,Aanwezig
1719,344,9,2026-04-20,20,Aanwezig
1720,344,9,2026-02-10,20,Afwezig
1721,345,1,2026-05-18,29,Aanwezig
1722,345,4,2026-03-14,29,Afwezig
1723,345,8,2026-06-30,29,Aanwezig
1724,345,4,2026-02-06,29,Afwezig
1725,345,2,2026-04-05,29,Afwezig
1726,346,10,2026-02-01,28,Te laat
1727,346,9,2026-05-15,28,Te laat
1728,346,3,2026-06-22,28,Afwezig
1729,346,7,2026-02-25,28,Aanwezig
1730,346,6,2026-06-03,28,Te laat
1731,347,1,2026-05-17,17,Te laat
1732,347,8,2026-05-29,17,Aanwezig
1733,347,8,2026-04-22,17,Afwezig
1734,347,9,2026-04-19,17,Afwezig
1735,347,2,2026-02-10,17,Aanwezig
1736,348,4,2026-02-04,15,Afwezig
1737,348,2,2026-01-11,15,Aanwezig
1738,348,5,2026-02-13,15,Afwezig
1739,348,2,2026-06-07,15,Afwezig
1740,348,5,2026-04-05,15,Afwezig
1741,349,6,2026-04-25,32,Te laat
1742,349,1,2026-02-07,32,Te laat
1743,349,8,2026-05-26,32,Afwezig
1744,349,5,2026-04-25,32,Afwezig
1745,349,1,2026-01-24,32,Te laat
1746,350,2,2026-03-17,8,Afwezig
1747,350,6,2026-02-23,8,Afwezig
1748,350,3,2026-02-12,8,Afwezig
1749,350,8,2026-05-12,8,Afwezig
1750,350,1,2026-02-18,8,Te laat
1751,351,6,2026-04-27,7,Aanwezig
1752,351,9,2026-06-29,7,Te laat
1753,351,4,2026-06-09,7,Aanwezig
1754,351,2,2026-01-08,7,Te laat
1755,351,9,2026-03-04,7,Aanwezig
1756,352,1,2026-06-06,16,Te laat
1757,352,2,2026-04-20,16,Te laat
1758,352,7,2026-05-28,16,Te laat
1759,352,8,2026-05-20,16,Te laat
1760,352,6,2026-05-14,16,Aanwezig
1761,353,6,2026-01-11,31,Afwezig
1762,353,7,2026-03-31,31,Afwezig
1763,353,3,2026-06-13,31,Te laat
1764,353,7,2026-02-15,31,Te laat
1765,353,8,2026-05-07,31,Aanwezig
1766,354,1,2026-04-24,35,Aanwezig
1767,354,7,2026-01-28,35,Te laat
1768,354,8,2026-03-17,35,Afwezig
1769,354,4,2026-02-25,35,Te laat
1770,354,9,2026-04-17,35,Aanwezig
1771,355,6,2026-03-09,25,Afwezig
1772,355,2,2026-03-24,25,Afwezig
1773,355,6,2026-06-18,25,Aanwezig
1774,355,9,2026-02-07,25,Aanwezig
1775,355,5,2026-02-18,25,Afwezig
1776,356,5,2026-03-10,17,Aanwezig
1777,356,8,2026-05-30,17,Aanwezig
1778,356,5,2026-06-13,17,Te laat
1779,356,2,2026-02-19,17,Afwezig
1780,356,1,2026-02-11,17,Afwezig
1781,357,2,2026-03-01,26,Aanwezig
1782,357,6,2026-03-31,26,Aanwezig
1783,357,6,2026-02-19,26,Aanwezig
1784,357,4,2026-03-31,26,Afwezig
1785,357,1,2026-06-24,26,Aanwezig
1786,358,7,2026-06-18,20,Aanwezig
1787,358,6,2026-01-12,20,Te laat
1788,358,2,2026-03-21,20,Aanwezig
1789,358,8,2026-03-10,20,Te laat
1790,358,1,2026-02-12,20,Afwezig
1791,359,7,2026-04-09,28,Aanwezig
1792,359,9,2026-04-27,28,Te laat
1793,359,5,2026-01-28,28,Aanwezig
1794,359,5,2026-06-17,28,Te laat
1795,359,5,2026-05-09,28,Te laat
1796,360,4,2026-04-27,29,Afwezig
1797,360,4,2026-06-18,29,Te laat
1798,360,6,2026-06-13,29,Te laat
1799,360,8,2026-01-28,29,Aanwezig
1800,360,7,2026-01-15,29,Afwezig
1801,361,6,2026-05-31,14,Afwezig
1802,361,2,2026-04-20,14,Afwezig
1803,361,5,2026-01-25,14,Afwezig
1804,361,1,2026-05-30,14,Te laat
1805,361,10,2026-02-21,14,Afwezig
1806,362,8,2026-03-19,36,Aanwezig
1807,362,5,2026-02-21,36,Afwezig
1808,362,8,2026-01-13,36,Te laat
1809,362,1,2026-04-16,36,Afwezig
1810,362,9,2026-03-05,36,Te laat
1811,363,10,2026-03-25,7,Aanwezig
1812,363,10,2026-02-19,7,Te laat
1813,363,9,2026-04-05,7,Te laat
1814,363,8,2026-06-25,7,Te laat
1815,363,9,2026-06-17,7,Aanwezig
1816,364,3,2026-02-10,10,Afwezig
1817,364,6,2026-06-09,10,Te laat
1818,364,10,2026-01-19,10,Aanwezig
1819,364,9,2026-02-04,10,Aanwezig
1820,364,1,2026-03-27,10,Aanwezig
1821,365,10,2026-06-13,37,Te laat
1822,365,2,2026-03-01,37,Afwezig
1823,365,8,2026-04-15,37,Aanwezig
1824,365,8,2026-03-04,37,Afwezig
1825,365,3,2026-02-12,37,Aanwezig
1826,366,1,2026-01-02,2,Te laat
1827,366,3,2026-04-01,2,Afwezig
1828,366,10,2026-03-21,2,Aanwezig
1829,366,8,2026-01-03,2,Te laat
1830,366,1,2026-04-06,2,Afwezig
1831,367,10,2026-01-23,36,Aanwezig
1832,367,5,2026-03-09,36,Afwezig
1833,367,5,2026-02-16,36,Te laat
1834,367,1,2026-04-07,36,Aanwezig
1835,367,10,2026-03-21,36,Aanwezig
1836,368,8,2026-04-14,15,Te laat
1837,368,9,2026-01-19,15,Afwezig
1838,368,6,2026-04-29,15,Afwezig
1839,368,4,2026-06-11,15,Te laat
1840,368,9,2026-02-27,15,Te laat
1841,369,7,2026-04-19,26,Te laat
1842,369,4,2026-03-31,26,Te laat
1843,369,4,2026-05-03,26,Afwezig
1844,369,5,2026-04-07,26,Aanwezig
1845,369,4,2026-03-19,26,Aanwezig
1846,370,3,2026-04-09,23,Aanwezig
1847,370,9,2026-02-19,23,Afwezig
1848,370,7,2026-04-02,23,Afwezig
1849,370,10,2026-03-28,23,Aanwezig
1850,370,6,2026-06-02,23,Te laat
1851,371,7,2026-01-10,7,Te laat
1852,371,9,2026-02-23,7,Afwezig
1853,371,4,2026-04-23,7,Te laat
1854,371,4,2026-06-07,7,Aanwezig
1855,371,8,2026-05-26,7,Te laat
1856,372,3,2026-06-20,12,Afwezig
1857,372,6,2026-06-26,12,Aanwezig
1858,372,6,2026-05-18,12,Afwezig
1859,372,9,2026-05-13,12,Afwezig
1860,372,3,2026-05-15,12,Te laat
1861,373,4,2026-01-24,18,Te laat
1862,373,10,2026-04-26,18,Aanwezig
1863,373,8,2026-05-08,18,Te laat
1864,373,6,2026-06-21,18,Te laat
1865,373,10,2026-06-29,18,Afwezig
1866,374,8,2026-06-19,6,Afwezig
1867,374,5,2026-02-06,6,Aanwezig
1868,374,7,2026-01-26,6,Afwezig
1869,374,2,2026-01-08,6,Te laat
1870,374,8,2026-02-09,6,Afwezig
1871,375,7,2026-05-16,28,Aanwezig
1872,375,9,2026-02-02,28,Afwezig
1873,375,9,2026-03-09,28,Aanwezig
1874,375,10,2026-01-01,28,Te laat
1875,375,4,2026-03-04,28,Aanwezig
1876,376,7,2026-01-09,23,Te laat
1877,376,3,2026-03-15,23,Aanwezig
1878,376,4,2026-05-31,23,Aanwezig
1879,376,10,2026-06-09,23,Afwezig
1880,376,2,2026-06-30,23,Te laat
1881,377,6,2026-03-12,2,Aanwezig
1882,377,6,2026-04-08,2,Te laat
1883,377,1,2026-02-25,2,Afwezig
1884,377,9,2026-03-12,2,Afwezig
1885,377,9,2026-06-28,2,Te laat
1886,378,1,2026-03-31,8,Te laat
1887,378,5,2026-05-17,8,Aanwezig
1888,378,4,2026-04-06,8,Te laat
1889,378,7,2026-01-21,8,Aanwezig
1890,378,5,2026-05-03,8,Te laat
1891,379,10,2026-06-05,3,Aanwezig
1892,379,3,2026-02-17,3,Te laat
1893,379,9,2026-05-07,3,Te laat
1894,379,3,2026-05-11,3,Afwezig
1895,379,7,2026-03-07,3,Te laat
1896,380,2,2026-04-07,18,Afwezig
1897,380,1,2026-02-15,18,Afwezig
1898,380,8,2026-02-12,18,Aanwezig
1899,380,6,2026-05-22,18,Te laat
1900,380,10,2026-05-25,18,Aanwezig
1901,381,7,2026-04-12,20,Afwezig
1902,381,7,2026-01-10,20,Te laat
1903,381,2,2026-04-01,20,Afwezig
1904,381,1,2026-04-15,20,Aanwezig
1905,381,6,2026-01-12,20,Te laat
1906,382,9,2026-01-17,19,Aanwezig
1907,382,10,2026-03-28,19,Aanwezig
1908,382,3,2026-02-18,19,Te laat
1909,382,6,2026-05-02,19,Aanwezig
1910,382,5,2026-04-05,19,Te laat
1911,383,5,2026-06-09,38,Afwezig
1912,383,4,2026-01-19,38,Afwezig
1913,383,10,2026-04-04,38,Aanwezig
1914,383,2,2026-06-23,38,Afwezig
1915,383,3,2026-04-03,38,Afwezig
1916,384,10,2026-02-18,34,Afwezig
1917,384,4,2026-02-23,34,Te laat
1918,384,10,2026-01-16,34,Aanwezig
1919,384,9,2026-06-03,34,Te laat
1920,384,10,2026-05-26,34,Afwezig
1921,385,7,2026-06-30,36,Aanwezig
1922,385,1,2026-02-24,36,Aanwezig
1923,385,2,2026-04-10,36,Afwezig
1924,385,10,2026-01-27,36,Te laat
1925,385,8,2026-02-03,36,Afwezig
1926,386,2,2026-05-20,17,Afwezig
1927,386,8,2026-03-17,17,Aanwezig
1928,386,3,2026-05-09,17,Te laat
1929,386,7,2026-04-09,17,Aanwezig
1930,386,9,2026-05-24,17,Aanwezig
1931,387,4,2026-03-24,30,Afwezig
1932,387,2,2026-06-17,30,Afwezig
1933,387,5,2026-02-23,30,Te laat
1934,387,8,2026-06-04,30,Aanwezig
1935,387,5,2026-02-15,30,Te laat
1936,388,1,2026-02-16,7,Te laat
1937,388,7,2026-05-19,7,Aanwezig
1938,388,5,2026-02-14,7,Te laat
1939,388,6,2026-06-08,7,Afwezig
1940,388,10,2026-03-10,7,Aanwezig
1941,389,7,2026-01-31,11,Aanwezig
1942,389,4,2026-03-06,11,Afwezig
1943,389,3,2026-01-19,11,Te laat
1944,389,6,2026-01-25,11,Aanwezig
1945,389,4,2026-05-23,11,Te laat
1946,390,3,2026-05-15,10,Aanwezig
1947,390,2,2026-06-08,10,Afwezig
1948,390,10,2026-06-21,10,Afwezig
1949,390,7,2026-01-10,10,Afwezig
1950,390,6,2026-03-02,10,Aanwezig
